hour,day_of_week,weather,road_type,speed_limit,is_rush_hour,is_night,is_weekend,weather_risk,road_risk,speed_risk,risk_level
2,Saturday,Rainy,Rural road,30,0,1,1,2,3,0,High
19,Friday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
10,Friday,Fine,Rural road,50,1,0,0,0,3,1,Medium
5,Monday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
1,Friday,Cloudy,One way street,80,0,1,0,1,1,2,High
6,Wednesday,Fine,Rural road,80,0,0,0,0,3,2,Medium
17,Friday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
1,Wednesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
16,Tuesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
10,Tuesday,Fine,Roundabout,40,1,0,0,0,2,0,Low
11,Thursday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
18,Wednesday,Cloudy,One way street,80,1,0,0,1,1,2,Medium
21,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
23,Tuesday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
6,Friday,Fine,One way street,50,0,0,0,0,1,1,Low
19,Monday,Fine,Roundabout,30,1,0,0,0,2,0,Low
5,Monday,Fine,Rural road,80,0,1,0,0,3,2,High
20,Sunday,Rainy,Roundabout,30,1,0,1,2,2,0,Medium
23,Wednesday,Foggy,Rural road,30,0,1,0,2,3,0,High
0,Saturday,Fine,Single carriageway,50,0,1,1,0,2,1,Medium
16,Thursday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
10,Friday,Fine,Rural road,40,1,0,0,0,3,0,Medium
21,Wednesday,Cloudy,One way street,30,0,0,0,1,1,0,Low
17,Sunday,Cloudy,One way street,50,1,0,1,1,1,1,Medium
20,Monday,Cloudy,One way street,40,1,0,0,1,1,0,Low
16,Wednesday,Cloudy,Dual carriageway,30,0,0,0,1,1,0,Low
6,Friday,Fine,One way street,40,0,0,0,0,1,0,Low
16,Saturday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
19,Saturday,Cloudy,Dual carriageway,60,1,0,1,1,1,1,Medium
8,Tuesday,Fine,One way street,30,1,0,0,0,1,0,Low
16,Friday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
19,Sunday,Fine,Dual carriageway,80,1,0,1,0,1,2,Medium
21,Tuesday,Fine,Single carriageway,40,0,0,0,0,2,0,Low
21,Tuesday,Fine,Rural road,60,0,0,0,0,3,1,Medium
7,Tuesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
16,Wednesday,Cloudy,Dual carriageway,60,0,0,0,1,1,1,Low
6,Sunday,Fine,One way street,80,0,0,1,0,1,2,Low
0,Monday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
12,Saturday,Cloudy,One way street,30,0,0,1,1,1,0,Low
22,Wednesday,Fine,One way street,80,0,1,0,0,1,2,Medium
18,Monday,Fine,Roundabout,40,1,0,0,0,2,0,Low
23,Saturday,Fine,Rural road,30,0,1,1,0,3,0,Medium
18,Sunday,Fine,Roundabout,60,1,0,1,0,2,1,Medium
16,Sunday,Fine,Dual carriageway,30,0,0,1,0,1,0,Low
12,Friday,Foggy,Roundabout,80,0,0,0,2,2,2,High
15,Saturday,Fine,One way street,60,0,0,1,0,1,1,Low
7,Saturday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
18,Sunday,Fine,Roundabout,50,1,0,1,0,2,1,Medium
17,Saturday,Fine,Single carriageway,40,1,0,1,0,2,0,Low
0,Thursday,Cloudy,Rural road,30,0,1,0,1,3,0,High
13,Friday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
18,Wednesday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
14,Wednesday,Cloudy,Roundabout,60,0,0,0,1,2,1,Medium
17,Monday,Fine,One way street,60,1,0,0,0,1,1,Low
1,Wednesday,Rainy,Roundabout,80,0,1,0,2,2,2,High
21,Tuesday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
16,Saturday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
17,Wednesday,Rainy,Dual carriageway,50,1,0,0,2,1,1,Medium
5,Monday,Rainy,Dual carriageway,80,0,1,0,2,1,2,High
18,Monday,Fine,Roundabout,30,1,0,0,0,2,0,Low
3,Tuesday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
0,Monday,Fine,One way street,50,0,1,0,0,1,1,Medium
7,Sunday,Fine,One way street,80,0,0,1,0,1,2,Low
22,Thursday,Foggy,Rural road,40,0,1,0,2,3,0,High
6,Sunday,Fine,Dual carriageway,40,0,0,1,0,1,0,Low
2,Saturday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
9,Saturday,Rainy,Dual carriageway,60,1,0,1,2,1,1,Medium
9,Saturday,Fine,Single carriageway,40,1,0,1,0,2,0,Low
18,Friday,Fine,Dual carriageway,60,1,0,0,0,1,1,Low
13,Wednesday,Rainy,Rural road,80,0,0,0,2,3,2,High
1,Thursday,Cloudy,Rural road,30,0,1,0,1,3,0,High
0,Wednesday,Cloudy,Single carriageway,80,0,1,0,1,2,2,High
22,Thursday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
22,Wednesday,Cloudy,Roundabout,80,0,1,0,1,2,2,High
17,Tuesday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
6,Sunday,Fine,One way street,60,0,0,1,0,1,1,Low
7,Monday,Foggy,Single carriageway,80,0,0,0,2,2,2,High
0,Monday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
22,Sunday,Cloudy,One way street,80,0,1,1,1,1,2,High
2,Tuesday,Fine,Rural road,30,0,1,0,0,3,0,Medium
23,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
22,Sunday,Cloudy,Dual carriageway,50,0,1,1,1,1,1,Medium
7,Friday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
21,Thursday,Fine,Rural road,60,0,0,0,0,3,1,Medium
14,Monday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
4,Friday,Rainy,Dual carriageway,80,0,1,0,2,1,2,High
2,Wednesday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
18,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
0,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
14,Tuesday,Rainy,One way street,40,0,0,0,2,1,0,Low
7,Wednesday,Cloudy,Roundabout,40,0,0,0,1,2,0,Low
1,Thursday,Cloudy,Rural road,60,0,1,0,1,3,1,High
2,Wednesday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
23,Friday,Fine,One way street,30,0,1,0,0,1,0,Low
13,Monday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
23,Thursday,Fine,One way street,50,0,1,0,0,1,1,Medium
13,Tuesday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
10,Sunday,Foggy,Single carriageway,50,1,0,1,2,2,1,High
15,Friday,Cloudy,Roundabout,30,0,0,0,1,2,0,Low
3,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
19,Tuesday,Fine,Rural road,40,1,0,0,0,3,0,Medium
4,Thursday,Cloudy,Dual carriageway,60,0,1,0,1,1,1,Medium
21,Friday,Fine,One way street,80,0,0,0,0,1,2,Low
20,Thursday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
13,Wednesday,Fine,One way street,60,0,0,0,0,1,1,Low
22,Friday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
15,Thursday,Cloudy,Rural road,50,0,0,0,1,3,1,Medium
17,Sunday,Fine,Rural road,60,1,0,1,0,3,1,Medium
6,Monday,Fine,Rural road,80,0,0,0,0,3,2,Medium
9,Thursday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
6,Wednesday,Cloudy,One way street,80,0,0,0,1,1,2,Medium
0,Tuesday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
22,Sunday,Fine,Dual carriageway,80,0,1,1,0,1,2,Medium
20,Tuesday,Rainy,One way street,60,1,0,0,2,1,1,Medium
18,Sunday,Rainy,Roundabout,60,1,0,1,2,2,1,High
15,Tuesday,Foggy,Rural road,30,0,0,0,2,3,0,Medium
18,Monday,Cloudy,Single carriageway,50,1,0,0,1,2,1,Medium
3,Wednesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
17,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
1,Tuesday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
0,Sunday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
14,Wednesday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
4,Thursday,Cloudy,Rural road,80,0,1,0,1,3,2,High
19,Monday,Cloudy,Single carriageway,30,1,0,0,1,2,0,Medium
10,Wednesday,Fine,Single carriageway,50,1,0,0,0,2,1,Medium
9,Wednesday,Rainy,One way street,60,1,0,0,2,1,1,Medium
1,Friday,Cloudy,One way street,80,0,1,0,1,1,2,High
2,Wednesday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
22,Friday,Rainy,Rural road,60,0,1,0,2,3,1,High
22,Monday,Fine,Single carriageway,30,0,1,0,0,2,0,Medium
11,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
19,Thursday,Cloudy,Rural road,80,1,0,0,1,3,2,High
4,Friday,Cloudy,Dual carriageway,30,0,1,0,1,1,0,Medium
4,Friday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
5,Tuesday,Fine,One way street,40,0,1,0,0,1,0,Low
8,Tuesday,Foggy,One way street,80,1,0,0,2,1,2,High
1,Thursday,Cloudy,One way street,30,0,1,0,1,1,0,Medium
20,Monday,Cloudy,Roundabout,40,1,0,0,1,2,0,Medium
11,Saturday,Fine,Dual carriageway,30,0,0,1,0,1,0,Low
2,Tuesday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
19,Wednesday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
21,Monday,Fine,One way street,50,0,0,0,0,1,1,Low
11,Saturday,Fine,Dual carriageway,50,0,0,1,0,1,1,Low
23,Wednesday,Fine,Rural road,40,0,1,0,0,3,0,Medium
16,Sunday,Fine,Dual carriageway,80,0,0,1,0,1,2,Low
9,Friday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
23,Monday,Cloudy,Roundabout,80,0,1,0,1,2,2,High
13,Sunday,Fine,One way street,50,0,0,1,0,1,1,Low
22,Thursday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
16,Friday,Fine,Rural road,50,0,0,0,0,3,1,Medium
17,Friday,Fine,Single carriageway,80,1,0,0,0,2,2,Medium
18,Wednesday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
16,Sunday,Foggy,Rural road,60,0,0,1,2,3,1,High
13,Friday,Cloudy,Roundabout,80,0,0,0,1,2,2,Medium
8,Tuesday,Fine,One way street,30,1,0,0,0,1,0,Low
7,Monday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
1,Tuesday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
12,Wednesday,Cloudy,One way street,40,0,0,0,1,1,0,Low
6,Saturday,Fine,Roundabout,30,0,0,1,0,2,0,Low
8,Wednesday,Fine,Rural road,50,1,0,0,0,3,1,Medium
21,Monday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
21,Friday,Cloudy,Rural road,80,0,0,0,1,3,2,High
10,Sunday,Cloudy,Dual carriageway,50,1,0,1,1,1,1,Medium
13,Sunday,Rainy,Rural road,60,0,0,1,2,3,1,High
3,Thursday,Rainy,Single carriageway,50,0,1,0,2,2,1,High
12,Wednesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
1,Monday,Fine,One way street,80,0,1,0,0,1,2,Medium
22,Thursday,Cloudy,Dual carriageway,50,0,1,0,1,1,1,Medium
4,Friday,Cloudy,Roundabout,60,0,1,0,1,2,1,High
10,Saturday,Foggy,One way street,30,1,0,1,2,1,0,Medium
5,Wednesday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
17,Saturday,Fine,Rural road,60,1,0,1,0,3,1,Medium
20,Monday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
9,Saturday,Fine,One way street,60,1,0,1,0,1,1,Low
3,Saturday,Fine,One way street,50,0,1,1,0,1,1,Medium
8,Monday,Cloudy,Rural road,40,1,0,0,1,3,0,Medium
5,Monday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
1,Wednesday,Cloudy,Roundabout,60,0,1,0,1,2,1,High
16,Saturday,Cloudy,Single carriageway,60,0,0,1,1,2,1,Medium
4,Thursday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
5,Monday,Fine,Rural road,30,0,1,0,0,3,0,Medium
11,Friday,Fine,Roundabout,50,0,0,0,0,2,1,Low
22,Saturday,Cloudy,Single carriageway,30,0,1,1,1,2,0,Medium
20,Monday,Rainy,One way street,60,1,0,0,2,1,1,Medium
9,Thursday,Rainy,Roundabout,60,1,0,0,2,2,1,High
21,Sunday,Rainy,Rural road,80,0,0,1,2,3,2,High
20,Wednesday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
5,Saturday,Rainy,Dual carriageway,30,0,1,1,2,1,0,Medium
7,Sunday,Cloudy,Single carriageway,80,0,0,1,1,2,2,Medium
1,Monday,Rainy,One way street,40,0,1,0,2,1,0,Medium
11,Monday,Fine,Dual carriageway,30,0,0,0,0,1,0,Low
12,Friday,Rainy,Rural road,80,0,0,0,2,3,2,High
20,Friday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
6,Saturday,Cloudy,Single carriageway,40,0,0,1,1,2,0,Low
9,Sunday,Fine,Roundabout,40,1,0,1,0,2,0,Low
12,Sunday,Fine,Roundabout,30,0,0,1,0,2,0,Low
16,Monday,Fine,Roundabout,50,0,0,0,0,2,1,Low
20,Saturday,Fine,Roundabout,40,1,0,1,0,2,0,Low
13,Monday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
1,Friday,Cloudy,Dual carriageway,30,0,1,0,1,1,0,Medium
21,Thursday,Fine,Rural road,50,0,0,0,0,3,1,Medium
10,Tuesday,Fine,Dual carriageway,30,1,0,0,0,1,0,Low
0,Tuesday,Fine,Single carriageway,80,0,1,0,0,2,2,High
18,Monday,Fine,Rural road,50,1,0,0,0,3,1,Medium
20,Sunday,Fine,One way street,50,1,0,1,0,1,1,Low
3,Friday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
18,Wednesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
20,Wednesday,Cloudy,Single carriageway,80,1,0,0,1,2,2,High
10,Tuesday,Fine,Single carriageway,60,1,0,0,0,2,1,Medium
7,Thursday,Fine,Rural road,80,0,0,0,0,3,2,Medium
10,Tuesday,Fine,Roundabout,30,1,0,0,0,2,0,Low
3,Monday,Foggy,One way street,60,0,1,0,2,1,1,High
16,Thursday,Fine,Rural road,50,0,0,0,0,3,1,Medium
6,Wednesday,Fine,Rural road,40,0,0,0,0,3,0,Low
7,Sunday,Fine,Dual carriageway,80,0,0,1,0,1,2,Low
2,Friday,Fine,One way street,40,0,1,0,0,1,0,Low
21,Friday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
1,Monday,Fine,Rural road,50,0,1,0,0,3,1,High
22,Tuesday,Fine,One way street,50,0,1,0,0,1,1,Medium
14,Monday,Fine,Dual carriageway,50,0,0,0,0,1,1,Low
23,Friday,Fine,Roundabout,50,0,1,0,0,2,1,Medium
21,Wednesday,Cloudy,One way street,50,0,0,0,1,1,1,Low
21,Friday,Foggy,Single carriageway,40,0,0,0,2,2,0,Medium
4,Thursday,Fine,Rural road,30,0,1,0,0,3,0,Medium
23,Sunday,Fine,Roundabout,60,0,1,1,0,2,1,Medium
0,Sunday,Rainy,Dual carriageway,40,0,1,1,2,1,0,Medium
3,Saturday,Cloudy,Single carriageway,60,0,1,1,1,2,1,High
14,Friday,Fine,Roundabout,30,0,0,0,0,2,0,Low
19,Friday,Cloudy,Dual carriageway,80,1,0,0,1,1,2,Medium
18,Sunday,Fine,Single carriageway,30,1,0,1,0,2,0,Low
2,Saturday,Fine,Rural road,30,0,1,1,0,3,0,Medium
19,Thursday,Fine,Dual carriageway,80,1,0,0,0,1,2,Medium
10,Tuesday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
16,Friday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
12,Sunday,Fine,One way street,80,0,0,1,0,1,2,Low
10,Monday,Cloudy,Single carriageway,80,1,0,0,1,2,2,High
1,Friday,Fine,Roundabout,30,0,1,0,0,2,0,Medium
8,Monday,Fine,Roundabout,80,1,0,0,0,2,2,Medium
1,Thursday,Fine,One way street,40,0,1,0,0,1,0,Low
20,Friday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
8,Sunday,Fine,Single carriageway,30,1,0,1,0,2,0,Low
8,Thursday,Foggy,Dual carriageway,60,1,0,0,2,1,1,Medium
7,Thursday,Fine,Single carriageway,60,0,0,0,0,2,1,Low
16,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
0,Friday,Rainy,One way street,60,0,1,0,2,1,1,High
10,Monday,Fine,One way street,60,1,0,0,0,1,1,Low
7,Monday,Rainy,Rural road,30,0,0,0,2,3,0,Medium
9,Friday,Fine,One way street,40,1,0,0,0,1,0,Low
6,Saturday,Fine,One way street,40,0,0,1,0,1,0,Low
2,Tuesday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
2,Tuesday,Fine,Dual carriageway,40,0,1,0,0,1,0,Low
17,Tuesday,Fine,Dual carriageway,50,1,0,0,0,1,1,Low
4,Monday,Rainy,Roundabout,40,0,1,0,2,2,0,High
11,Thursday,Cloudy,One way street,80,0,0,0,1,1,2,Medium
11,Sunday,Cloudy,Single carriageway,60,0,0,1,1,2,1,Medium
18,Saturday,Cloudy,Dual carriageway,80,1,0,1,1,1,2,Medium
5,Tuesday,Fine,Roundabout,80,0,1,0,0,2,2,High
1,Monday,Fine,Single carriageway,60,0,1,0,0,2,1,Medium
11,Monday,Fine,One way street,30,0,0,0,0,1,0,Low
18,Thursday,Cloudy,Roundabout,40,1,0,0,1,2,0,Medium
4,Friday,Fine,Dual carriageway,50,0,1,0,0,1,1,Medium
11,Friday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
16,Sunday,Rainy,Single carriageway,50,0,0,1,2,2,1,Medium
16,Sunday,Fine,Dual carriageway,60,0,0,1,0,1,1,Low
9,Tuesday,Fine,Single carriageway,40,1,0,0,0,2,0,Low
22,Sunday,Fine,Dual carriageway,30,0,1,1,0,1,0,Low
16,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
14,Saturday,Cloudy,Rural road,30,0,0,1,1,3,0,Medium
11,Sunday,Rainy,One way street,80,0,0,1,2,1,2,Medium
15,Thursday,Fine,Roundabout,40,0,0,0,0,2,0,Low
23,Tuesday,Fine,One way street,40,0,1,0,0,1,0,Low
18,Thursday,Cloudy,One way street,60,1,0,0,1,1,1,Medium
7,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
20,Tuesday,Fine,Rural road,60,1,0,0,0,3,1,Medium
16,Monday,Rainy,One way street,40,0,0,0,2,1,0,Low
22,Wednesday,Cloudy,One way street,80,0,1,0,1,1,2,High
4,Thursday,Fine,Roundabout,40,0,1,0,0,2,0,Medium
21,Wednesday,Fine,Rural road,60,0,0,0,0,3,1,Medium
15,Tuesday,Cloudy,Rural road,50,0,0,0,1,3,1,Medium
5,Monday,Cloudy,One way street,80,0,1,0,1,1,2,High
7,Tuesday,Cloudy,Rural road,40,0,0,0,1,3,0,Medium
17,Wednesday,Fine,Roundabout,50,1,0,0,0,2,1,Medium
11,Tuesday,Rainy,Dual carriageway,80,0,0,0,2,1,2,Medium
14,Saturday,Fine,One way street,40,0,0,1,0,1,0,Low
8,Friday,Cloudy,Single carriageway,60,1,0,0,1,2,1,Medium
12,Wednesday,Fine,One way street,40,0,0,0,0,1,0,Low
14,Tuesday,Fine,One way street,80,0,0,0,0,1,2,Low
9,Monday,Rainy,Dual carriageway,60,1,0,0,2,1,1,Medium
15,Tuesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
6,Monday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
16,Friday,Cloudy,Single carriageway,60,0,0,0,1,2,1,Medium
22,Tuesday,Fine,Dual carriageway,60,0,1,0,0,1,1,Medium
20,Sunday,Cloudy,Rural road,80,1,0,1,1,3,2,High
21,Sunday,Fine,Single carriageway,80,0,0,1,0,2,2,Medium
6,Friday,Fine,Rural road,50,0,0,0,0,3,1,Medium
13,Wednesday,Rainy,Roundabout,80,0,0,0,2,2,2,High
14,Monday,Fine,Dual carriageway,60,0,0,0,0,1,1,Low
20,Sunday,Rainy,Rural road,50,1,0,1,2,3,1,High
6,Saturday,Fine,Single carriageway,50,0,0,1,0,2,1,Low
8,Wednesday,Cloudy,Single carriageway,40,1,0,0,1,2,0,Medium
18,Monday,Fine,Rural road,60,1,0,0,0,3,1,Medium
15,Friday,Fine,Rural road,60,0,0,0,0,3,1,Medium
7,Sunday,Rainy,Roundabout,80,0,0,1,2,2,2,High
17,Thursday,Fine,Dual carriageway,60,1,0,0,0,1,1,Low
22,Tuesday,Cloudy,One way street,80,0,1,0,1,1,2,High
17,Friday,Cloudy,Roundabout,60,1,0,0,1,2,1,Medium
19,Monday,Cloudy,Roundabout,40,1,0,0,1,2,0,Medium
6,Monday,Rainy,Roundabout,60,0,0,0,2,2,1,Medium
2,Monday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
17,Monday,Fine,Rural road,60,1,0,0,0,3,1,Medium
9,Tuesday,Fine,Dual carriageway,60,1,0,0,0,1,1,Low
6,Wednesday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
16,Saturday,Fine,Roundabout,60,0,0,1,0,2,1,Low
13,Thursday,Fine,Dual carriageway,40,0,0,0,0,1,0,Low
23,Tuesday,Fine,Single carriageway,50,0,1,0,0,2,1,Medium
2,Monday,Fine,One way street,40,0,1,0,0,1,0,Low
11,Tuesday,Fine,Roundabout,60,0,0,0,0,2,1,Low
12,Friday,Cloudy,Single carriageway,80,0,0,0,1,2,2,Medium
1,Saturday,Fine,Single carriageway,30,0,1,1,0,2,0,Medium
2,Monday,Fine,Roundabout,80,0,1,0,0,2,2,High
4,Thursday,Rainy,One way street,30,0,1,0,2,1,0,Medium
10,Monday,Fine,Rural road,30,1,0,0,0,3,0,Medium
7,Saturday,Foggy,One way street,80,0,0,1,2,1,2,Medium
22,Thursday,Fine,Roundabout,60,0,1,0,0,2,1,Medium
22,Saturday,Fine,Rural road,40,0,1,1,0,3,0,Medium
11,Thursday,Cloudy,Single carriageway,80,0,0,0,1,2,2,Medium
6,Wednesday,Cloudy,One way street,50,0,0,0,1,1,1,Low
14,Sunday,Fine,One way street,30,0,0,1,0,1,0,Low
23,Wednesday,Rainy,Rural road,40,0,1,0,2,3,0,High
16,Tuesday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
3,Tuesday,Fine,One way street,40,0,1,0,0,1,0,Low
21,Thursday,Fine,Rural road,60,0,0,0,0,3,1,Medium
12,Monday,Fine,One way street,50,0,0,0,0,1,1,Low
17,Sunday,Fine,Single carriageway,80,1,0,1,0,2,2,Medium
0,Friday,Rainy,Single carriageway,40,0,1,0,2,2,0,High
15,Friday,Fine,Dual carriageway,80,0,0,0,0,1,2,Low
12,Monday,Fine,Rural road,80,0,0,0,0,3,2,Medium
9,Monday,Fine,Roundabout,40,1,0,0,0,2,0,Low
11,Wednesday,Rainy,One way street,40,0,0,0,2,1,0,Low
1,Friday,Foggy,Single carriageway,30,0,1,0,2,2,0,High
22,Thursday,Cloudy,One way street,30,0,1,0,1,1,0,Medium
2,Saturday,Foggy,One way street,50,0,1,1,2,1,1,High
9,Tuesday,Cloudy,Roundabout,50,1,0,0,1,2,1,Medium
1,Saturday,Rainy,Single carriageway,50,0,1,1,2,2,1,High
22,Wednesday,Cloudy,Dual carriageway,30,0,1,0,1,1,0,Medium
12,Friday,Fine,Rural road,80,0,0,0,0,3,2,Medium
12,Sunday,Fine,One way street,60,0,0,1,0,1,1,Low
17,Monday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
2,Sunday,Fine,Roundabout,40,0,1,1,0,2,0,Medium
6,Sunday,Fine,Rural road,30,0,0,1,0,3,0,Low
13,Friday,Fine,Rural road,40,0,0,0,0,3,0,Low
19,Thursday,Rainy,Single carriageway,60,1,0,0,2,2,1,High
16,Wednesday,Fine,One way street,40,0,0,0,0,1,0,Low
20,Monday,Cloudy,One way street,30,1,0,0,1,1,0,Low
11,Saturday,Cloudy,Rural road,30,0,0,1,1,3,0,Medium
15,Thursday,Rainy,Dual carriageway,30,0,0,0,2,1,0,Low
23,Saturday,Rainy,One way street,60,0,1,1,2,1,1,High
11,Tuesday,Cloudy,Roundabout,30,0,0,0,1,2,0,Low
14,Wednesday,Fine,Rural road,50,0,0,0,0,3,1,Medium
9,Thursday,Fine,One way street,50,1,0,0,0,1,1,Low
6,Thursday,Fine,Single carriageway,30,0,0,0,0,2,0,Low
19,Saturday,Cloudy,Rural road,50,1,0,1,1,3,1,High
4,Monday,Rainy,Roundabout,30,0,1,0,2,2,0,High
0,Tuesday,Cloudy,Single carriageway,60,0,1,0,1,2,1,High
16,Saturday,Fine,Rural road,50,0,0,1,0,3,1,Medium
2,Thursday,Fine,Rural road,60,0,1,0,0,3,1,High
12,Wednesday,Fine,One way street,50,0,0,0,0,1,1,Low
13,Thursday,Fine,Single carriageway,80,0,0,0,0,2,2,Medium
23,Friday,Fine,Rural road,80,0,1,0,0,3,2,High
17,Wednesday,Fine,Roundabout,60,1,0,0,0,2,1,Medium
3,Wednesday,Cloudy,Single carriageway,50,0,1,0,1,2,1,High
17,Thursday,Fine,One way street,80,1,0,0,0,1,2,Medium
4,Monday,Fine,Dual carriageway,30,0,1,0,0,1,0,Low
15,Wednesday,Rainy,Rural road,40,0,0,0,2,3,0,Medium
0,Friday,Fine,Dual carriageway,80,0,1,0,0,1,2,Medium
20,Saturday,Fine,Rural road,80,1,0,1,0,3,2,High
13,Monday,Fine,One way street,30,0,0,0,0,1,0,Low
14,Monday,Fine,One way street,80,0,0,0,0,1,2,Low
8,Monday,Fine,One way street,80,1,0,0,0,1,2,Medium
14,Wednesday,Fine,One way street,80,0,0,0,0,1,2,Low
16,Monday,Fine,Single carriageway,50,0,0,0,0,2,1,Low
23,Thursday,Fine,Single carriageway,80,0,1,0,0,2,2,High
3,Monday,Fine,Rural road,40,0,1,0,0,3,0,Medium
11,Friday,Rainy,Single carriageway,50,0,0,0,2,2,1,Medium
4,Tuesday,Fine,Rural road,50,0,1,0,0,3,1,High
4,Friday,Rainy,Single carriageway,60,0,1,0,2,2,1,High
10,Wednesday,Fine,Single carriageway,80,1,0,0,0,2,2,Medium
5,Monday,Fine,Single carriageway,40,0,1,0,0,2,0,Medium
6,Monday,Cloudy,Roundabout,40,0,0,0,1,2,0,Low
23,Thursday,Fine,One way street,60,0,1,0,0,1,1,Medium
13,Saturday,Fine,Roundabout,40,0,0,1,0,2,0,Low
23,Monday,Cloudy,Single carriageway,50,0,1,0,1,2,1,High
10,Sunday,Fine,Single carriageway,30,1,0,1,0,2,0,Low
12,Friday,Cloudy,Roundabout,50,0,0,0,1,2,1,Medium
1,Wednesday,Rainy,Rural road,30,0,1,0,2,3,0,High
6,Tuesday,Fine,One way street,40,0,0,0,0,1,0,Low
19,Monday,Fine,Rural road,80,1,0,0,0,3,2,High
3,Tuesday,Fine,One way street,30,0,1,0,0,1,0,Low
7,Monday,Foggy,Dual carriageway,50,0,0,0,2,1,1,Medium
19,Wednesday,Cloudy,One way street,50,1,0,0,1,1,1,Medium
21,Saturday,Rainy,Rural road,50,0,0,1,2,3,1,High
